# Items Reference
# Usage: /item <ID>   or   /item <ID> <quantity>

ID       Name                                         Identifier
16003    Shadowsteel claymore                         shadowsteel_claymore
16004    Cursed soul reaver                           cursed_soul_reaver
16005    Yearn blade                                  yearn_blade
16006    Mourn blade                                  mourn_blade
16007    Tiger blitz                                  tiger_blitz
16008    Bear blitz                                   bear_blitz
16009    Rose bouquet bundle                          rose_bouquet_bundle
16010    Broom stick                                  broom_stick
16011    Smoke fury                                   smoke_fury
16012    Saber claw                                   saber_claw
16013    Pink stuffed bunny                           pink_stuffed_bunny
16014    Azure stuffed bunny                          azure_stuffed_bunny
16015    Yellow stuffed bunny                         yellow_stuffed_bunny
16016    Lime stuffed bunny                           lime_stuffed_bunny
16017    Patchwork stuffed bunny                      patchwork_stuffed_bunny
16018    White stuffed bunny                          white_stuffed_bunny
16019    Red stuffed bunny                            red_stuffed_bunny
16020    Blue stuffed bunny                           blue_stuffed_bunny
16021    Tan stuffed bunny                            tan_stuffed_bunny
16022    Green stuffed bunny                          green_stuffed_bunny
16023    Purple stuffed bunny                         purple_stuffed_bunny
16024    Black stuffed bunny                          black_stuffed_bunny
17000    ====PREMIUM====                              ===PREMIUM====
17001    Item protection I                            item_protection_i
17002    Item protection II                           item_protection_ii
17003    Item protection III                          Item_protection_iii
17004    Item protection V                            item_protection_v
17005    Butterfly wing                               butterfly_wing
17006    Random mount I                               random_mount_i
17007    Random mount II                              random_mount_ii
17008    Random mount III                             random_mount_iii
17009    Empty gift box                               easter_gift_box
17010    Easter basket                                easter_basket
17011    Easter egg                                   easter_egg
17012    Empty wool bag                               empty_wool_bag
17013    Empty amber bag                              empty_amber_bag
17014    Crafting stone                               crafting_stone
17015    Empty cloth bag                              empty_cloth_bag
17016    Empty farmers bag                            empty_farmers_bag
17017    Empty fish bag                               empty_fish_bag
17018    Empty food bag                               empty_food_bag
17019    Empty meat bag                               empty_meat_bag
17020    Empty ginko bag                              empty_ginko_bag
17021    Empty metal bag                              empty_metal_bag
17022    Empty ore bag                                empty_ore_bag
17023    Cleanse alignment                            cleanse_alignment
17024    Amber bag                                    amber_bag
17025    Cftd ambr bag                                crafted_amber_bag
17026    Well cftd ambr bag                           well_crafted_amber_bag
17027    Dk ambr bag                                  dark_amber_bag
17028    Cftd dk ambr bag                             crafted_dark_amber_bag
17029    Wt amber bag                                 white_amber_bag
17030    Cftd wt amber bag                            crafted_white_amber_bag
17031    Well cftd wt amber bag                       well_crafted_white_amber_bag
17032    Yw ambr bag                                  yellow_amber_bag
17033    Cftd yw ambr bag                             crafted_yellow_amber_bag
17034    Well cftd yw ambr bag                        well_crafted_yellow_amber_bag
17035    Wool bag                                     wool_bag
17036    Ore [poor] bag                               ore_poor_bag
17037    Ore [med] bag                                ore_med_bag
17038    Ore [high] bag                               ore_high_bag
17039    Ore [Very high] bag                          ore_very_high_bag
17040    Ginko bag                                    ginko_bag
17041    Cloth bag                                    cloth_bag
17042    Fine cloth bag                               fine_cloth_bag
17043    Beef bag                                     beef_bag
17044    Lean beef bag                                lean_beef_bag
17045    Rare pork bag                                rare_pork_bag
17046    Egg bag                                      egg_bag
17047    Metal bag                                    metal_bag
17048    Fine metal bag                               fine_metal_bag
17049    Scrawny fish bag                             scrawny_fish_bag
17050    Tiny fish bag                                tiny_fish_bag
17051    Small fish bag                               small_fish_bag
17052    Large fish bag                               large_fish_bag
17053    Tasty fish bag                               tasty_fish_bag
17054    Delicious fish bag                           delicious_fish_bag
17055    Well Cftd dark amber bag                     well_crafted_dark_amber_bag
17056    Wheat bag                                    wheat_bag
17057    Peas bag                                     peas_bag
17058    Rice bag                                     Rice bag
17059    Name change voucher                          name_change_voucher
17060    Skill assessment                             skill_assessment
17061    Scalemail Coat                               scale_mail_coat
17062    Platemail Coat                               war_platemail_coat
17063    Scale Dress Coat                             scale_dress_coat
17064    War Dress Coat                               war_dress_coat
17065    Waistcoat Coat                               waistcoat_coat
17066    Blouse Coat                                  blouse_coat
17067    Armor Coat                                   armor_coat
17068    Armor Dress Coat                             armor_dress_coat
17069    Garb Coat                                    garb_coat
17070    Dress Coat                                   dress_coat
17071    Skirt Coat                                   skirt_coat
17072    Clothes Coat                                 clothes_coat
17073    Robes Coat                                   robes_coat
17074    Gown Coat                                    gown_coat
17075    Mantle Coat                                  mantle_coat
17076    Drapery Coat                                 drapery_coat
17077    Heavy Plate Coat                             heavy_plate_coat
17078    500 Kan Certificate                          kan_certificate_500
17079    1000 Kan Certificate                         kan_certificate_1000
17080    1500 Kan Certificate                         kan_certificate_1500
17081    2000 Kan Certificate                         kan_certificate_2000
17082    2500 Kan Certificate                         kan_certificate_2500
17083    3000 Kan Certificate                         kan_certificate_3000
17084    3500 Kan Certificate                         kan_certificate_3500
17085    4000 Kan Certificate                         kan_certificate_4000
17086    4500 Kan Certificate                         kan_certificate_4500
17087    5000 Kan Certificate                         kan_certificate_5000
17088    Green sprite wings                           green_sprite_wings
17089    Blue sprite wings                            blue_sprite_wings
17090    Teal sprite wings                            teal_sprite_wings
17091    Grey sprite wings                            grey_sprite_wings
17092    Silver sprite wings                          silver_sprite_wings
17093    Golden sprite wings                          golden_sprite_wings
17094    Red sprite wings                             red_sprite_wings
17095    Pink sprite wings                            pink_sprite_wings
17096    Purple sprite wings                          purple_sprite_wings
17097    Mulberry sprite wings                        mulberry_sprite_wings
17098    Fuschia sprite wings                         fuschia_sprite_wings
17099    Blue ogre head                               blue_ogre_head
17100    Blue ogre body                               blue_ogre_body
17101    Blood ogre head                              blood_ogre_head
17102    Blood ogre body                              blood_ogre_body
17103    Green ogre head                              green_ogre_head
17104    Green ogre body                              green_ogre_body
17105    Blue ogress head                             blue_ogress_head
17106    Blue ogress body                             blue_ogress_body
17107    Blood ogress head                            blood_ogress_head
17108    Blood ogress body                            blood_ogress_body
17109    Green ogress head                            green_ogress_head
17110    Green ogress body                            green_ogress_body
17111    Inventory space                              inventory_space
17112    Experience envelope pack 1 day               experience_envelope_pack_1_day
17113    Experience envelope pack 7 days              experience_envelope_pack_7_days
17114    Experience envelope pack 30 days             experience_envelope_pack_30_days
17115    Yellow recess outfit                         yellow_recess_outfit
17116    Lavender recess outfit                       lavender_recess_outfit
17117    White recess outfit                          white_recess_outfit
17118    Black recess outfit                          black_recess_outfit
17119    Blue recess outfit                           blue_recess_outfit
17120    Gold recess outfit                           gold_recess_outfit
17121    Lilac recess outfit                          lilac_recess_outfit
17122    Lime recess outfit                           lime_recess_outfit
17123    Nuage recess outfit                          nuage_recess_outfit
17124    Red recess outfit                            red_recess_outfit
17125    Ruby recess outfit                           ruby_recess_outfit
17126    Yellow recess lid                            yellow_recess_lid
17127    Lavender recess lid                          lavender_recess_lid
17128    White recess lid                             white_recess_lid
17129    Black recess lid                             black_recess_lid
17130    Blue recess lid                              blue_recess_lid
17131    Gold recess lid                              gold_recess_lid
17132    Lilac recess lid                             lilac_recess_lid
17133    Lime recess lid                              lime_recess_lid
17134    Nuage recess lid                             nuage_recess_lid
17135    Red recess lid                               red_recess_lid
17136    Ruby recess lid                              ruby_recess_lid
17137    Forest angel wings                           forest_angel_wings
17138    Fuschia angel wings                          fuschia_angel_wings
17139    Garnet angel wings                           garnet_angel_wings
17140    Gorevan angel wings                          gorevan_angel_wings
17141    Lavender angel wings                         lavender_angel_wings
17142    Fuschia angel wings                          fuschia_angel_wings
17143    Lilac angel wings                            lilac_angel_wings
17144    Mauve angel wings                            mauve_angel_wings
17145    Midnight angel wings                         midnight_angel_wings
17146    Mustard angel wings                          mustard_angel_wings
17147    Nuage angel wings                            nuage_angel_wings
17148    Old rose angel wings                         old_rose_angel_wings
17149    Pink angel wings                             pink_angel_wings
17150    Primavera angel wings                        primavera_angel_wings
17151    Purple angel wings                           purple_angel_wings
17152    Ruby angel wings                             ruby_angel_wings
17153    Silver angel wings                           silver_angel_wings
17154    Slate angel wings                            slate_angel_wings
17155    Storm angel wings                            storm_angel_wings
17156    Strawberry angel wings                       strawberry_angel_wings
17157    Sun angel wings                              sun_angel_wings
17158    Sunset angel wings                           sunset_angel_wings
17159    Tundra angel wings                           tundra_angel_wings
17160    Twilight angel wings                         twilight_angel_wings
17161    Vermilion angel wings                        vermilion_angel_wings
17162    Asuuri mantiya                               asuuri_mantiya
17163    Aurora mantiya                               aurora_mantiya
17164    Bistre mantiya                               bistre_mantiya
17165    Cadmium mantiya                              cadmium_mantiya
17166    Caeruleus mantiya                            caeruleus_mantiya
17167    Celadon mantiya                              celadon_mantiya
17168    Cerulean mantiya                             cerulean_mantiya
17169    Chamoline mantiya                            chamoline_mantiya
17170    Falcon mantiya                               falcon_mantiya
17171    Gainsboro mantiya                            gainsboro_mantiya
17172    Gold glow mantiya                            gold_glow_mantiya
17173    Hunter mantiya                               hunter_mantiya
17174    Kremlin mantiya                              kremlin_mantiya
17175    Leaf mantiya                                 leaf_mantiya
17176    Peridot mantiya                              peridot_mantiya
17177    Pine mantiya                                 pine_mantiya
17178    Prismatic mantiya                            prismatic_mantiya
17179    Quercitron mantiya                           quercitron_mantiya
17180    Romantic mantiya                             romantic_mantiya
17181    Royal mantiya                                royal_mantiya
17182    Ruskea mantiya                               ruskea_mantiya
17183    Russet mantiya                               russet_mantiya
17184    Sapphire mantiya                             sapphire_mantiya
17185    Silver mantiya                               silver_mantiya
17186    Sorcerer mantiya                             sorcerer_mantiya
17187    Supreme mantiya                              supreme_mantiya
17188    Tarragona mantiya                            tarragona_mantiya
17189    Venetus mantiya                              venetus_mantiya
17190    Veronan mantiya                              veronan_mantiya
17191    Whimsical mantiya                            whimsical_mantiya
17192    Xanadu mantiya                               xanadu_mantiya
17193    Yu chi mantiya                               yu_chi_mantiya
17194    Zaffiro mantiya                              zaffiro_mantiya
17195    Pink great butterfly wings                   pink_great_butterfly_wings
17196    Black great butterfly wings                  black_great_butterfly_wings
17197    White great butterfly wings                  white_great_butterfly_wings
17198    Gold great butterfly wings                   gold_great_butterfly_wings
17199    Red great butterfly wings                    red_great_butterfly_wings
17200    Slate great butterfly wings                  slate_great_butterfly_wings
17201    Blue great butterfly wings                   blue_great_butterfly_wings
17202    Green great butterfly wings                  green_great_butterfly_wings
17203    Plum great butterfly wings                   plum_great_butterfly_wings
17204    Fuschia great butterfly wings                fuschia_great_butterfly_wings
17205    Amber great butterfly wings                  amber_great_butterfly_wings
17206    Purple great butterfly wings                 purple_great_butterfly_wings
17207    Magenta great butterfly wings                magenta_great_butterfly_wings
17208    Bizarre ghost coat                           bizarre_ghost_coat
17209    Black ghost coat                             black_ghost_coat
17210    Brown ghost coat                             brown_ghost_coat
17211    Chilling ghost coat                          chilling_ghost_coat
17212    Creepy ghost coat                            creepy_ghost_coat
17213    Dire ghost coat                              dire_ghost_coat
17214    Eerie ghost coat                             eerie_ghost_coat
17215    Frightening ghost coat                       frightening_ghost_coat
17216    Gloomy ghost coat                            gloomy_ghost_coat
17217    Gray ghost coat                              gray_ghost_coat
17218    Grim ghost coat                              grim_ghost_coat
17219    Haunted ghost coat                           haunted_ghost_coat
17220    Murky ghost coat                             murkey_ghost_coat
17221    Mysterious ghost coat                        mysterious_ghost_coat
17222    Odd ghost coat                               odd_ghost_coat
17223    Ominous ghost coat                           ominous_ghost_coat
17224    Purple ghost coat                            purple_ghost_coat
17225    Red ghost coat                               red_ghost_coat
17226    Scary ghost coat                             scary_ghost_coat
17227    Shadowy ghost coat                           bizarre_ghost_coat
17228    Sinister ghost coat                          sinister_ghost_coat
17229    Slimey ghost coat                            slimey_ghost_coat
17230    Uncanny ghost coat                           uncanny_ghost_coat
17231    Berry shades                                 berry_shades
17232    Black shades                                 black_shades
17233    Blue shades                                  blue_shades
17234    Brown shades                                 brown_shades
17235    Emerald shades                               emerald_shades
17236    Gray shades                                  gray_shades
17237    Green shades                                 green_shades
17238    Lime shades                                  lime_shades
17239    Maroon shades                                maroon_shades
17240    Mustard shades                               mustard_shades
17241    Obsidian shades                              obsidian_shades
17242    Orange shades                                orange_shades
17243    Pitch shades                                 pitch_shades
17244    Purple shades                                purple_shades
17245    Rusty shades                                 rusty_shades
17246    Silver shades                                silver_shades
17247    Tan shades                                   tan_shades
17248    Lava shades                                  lava_shades
17249    Black female kimono                          black_female_kimono
17250    Bondi female kimono                          bondi_female_kimono
17251    Chai female kimono                           chai_female_kimono
17252    Charcoal female kimono                       charcoal_female_kimono
17253    Diamond female kimono                        diamond_female_kimono
17254    Earthen female kimono                        earthen_female_kimono
17255    Jade female kimono                           jade_female_kimono
17256    Khaki female kimono                          khaki_female_kimono
17257    Light blue female kimono                     light_blue_female_kimono
17258    Lilac female kimono                          lilac_female_kimono
17259    Lime female kimono                           lime_female_kimono
17260    Mauve female kimono                          mauve_female_kimono
17261    Mint female kimono                           mint_female_kimono
17262    Olive female kimono                          olive_female_kimono
17263    Opal female kimono                           opal_female_kimono
17264    Pink female kimono                           pink_female_kimono
17265    Red female kimono                            red_female_kimono
17266    Rose female kimono                           rose_female_kimono
17267    Sepia female kimono                          sepia_female_kimono
17268    Shamrock female kimono                       shamrock_female_kimono
17269    Sunglow female kimono                        sunglow_female_kimono
17270    Taupe female kimono                          taupe_female_kimono
17271    Twilight female kimono                       twilight_female_kimono
17272    Wisteria female kimono                       wisteria_female_kimono
17273    Black male kimono                            black_male_kimono
17274    Blue male kimono                             blue_male_kimono
17275    Brown male kimono                            brown_male_kimono
17276    Green male kimono                            green_male_kimono
17277    Amaranth hakama                              amaranth_hakama
17278    Bondi hakama                                 bondi_hakama
17279    Dark grey hakama                             dark_grey_hakama
17280    Deep purple hakama                           deep_purple_hakama
17281    Diamond hakama                               diamond_hakama
17282    Grin hakama                                  grin_hakama
17283    Indigo hakama                                indigo_hakama
17284    Jade hakama                                  jade_hakama
17285    Khaki hakama                                 khaki_hakama
17286    Light blue hakama                            light_blue_hakama
17287    Light green hakama                           light_green_hakama
17288    Lilac hakama                                 lilac_hakama
17289    Magenta hakama                               magenta_hakama
17290    Olive green hakama                           olive_green_hakama
17291    Opal hakama                                  opal_hakama
17292    Orange hakama                                orange_hakama
17293    Purple hakama                                purple_hakama
17294    Red hakama                                   red_hakama
17295    Sapphire hakama                              sapphire_hakama
17296    Shamrock hakama                              shamrock_hakama
17297    Sun hakama                                   sun_hakama
17298    Twilight hakama                              twilight_hakama
17299    White hakama                                 white_hakama
17300    Yellow hakama                                yellow_hakama
17301    Crimson hakama                               crimson_hakama
17302    Black snazzy skirt                           black_snazzy_skirt
17303    Blue snazzy skirt                            blue_snazzy_skirt
17304    Brown snazzy skirt                           brown_snazzy_skirt
17305    Cerulean snazzy skirt                        cerulean_snazzy_skirt
17306    Dark snazzy skirt                            dark_snazzy_skirt
17307    Dusk snazzy skirt                            dusk_snazzy_skirt
17308    Green snazzy skirt                           green_snazzy_skirt
17309    Kelly snazzy skirt                           kelly_snazzy_skirt
17310    Mint snazzy skirt                            mint_snazzy_skirt
17311    Mustard snazzy skirt                         mustard_snazzy_skirt
17312    Navy snazzy skirt                            navy_snazzy_skirt
17313    Pink snazzy skirt                            pink_snazzy_skirt
17314    Purple snazzy skirt                          purple_snazzy_skirt
17315    Red snazzy skirt                             red_snazzy_skirt
17316    Rust snazzy skirt                            rust_snazzy_skirt
17317    Sweetheart snazzy skirt                      sweetheart_snazzy_skirt
17318    Beige snazzy suit                            beige_snazzy_suit
17319    Black snazzy suit                            black_snazzy_suit
17320    Blue snazzy suit                             blue_snazzy_suit
17321    Brown snazzy suit                            brown_snazzy_suit
17322    Cerulean snazzy suit                         cerulean_snazzy_suit
17323    Dark snazzy suit                             dark_snazzy_suit
17324    Denim snazzy suit                            denim_snazzy_suit
17325    Ebony snazzy suit                            ebony_snazzy_suit
17326    Gray snazzy suit                             gray_snazzy_suit
17327    Green snazzy suit                            green_snazzy_suit
17328    Heartbreaker snazzy suit                     heartbreaker_snazzy_suit
17329    Mustard snazzy suit                          mustard_snazzy_suit
17330    Navy snazzy suit                             navy_snazzy_suit
17331    Red snazzy suit                              red_snazzy_suit
17332    Rust snazzy suit                             rust_snazzy_suit
17333    Teal snazzy suit                             teal_snazzy_suit
17334    Purple snazzy suit                           purple_snazzy_suit
17335    Orange snazzy suit                           orange_snazzy_suit
17336    Violet snazzy suit                           violet_snazzy_suit
17337    Embroidered jade great cloak                 embroidered_jade_great_cloak
17338    Embroidered red great cloak                  embroidered_red_great_cloak
17339    Embroidered blue great cloak                 embroidered_blue_great_cloak
17340    Embroidered purple great cloak               embroidered_purple_great_cloak
17341    Embroidered brown great cloak                embroidered_brown_great_cloak
17342    Embroidered green great cloak                embroidered_green_great_cloak
17343    Embroidered white great cloak                embroidered_white_great_cloak
17344    Embroidered pink great cloak                 embroidered_pink_great_cloak
17345    Embroidered dk blue great cloak              embroidered_dark_blue_great_cloak
17346    Embroidered lt green great cloak             embroidered_light_green_great_cloak
17347    Embroidered black great cloak                embroidered_black_great_cloak
17348    Purple soul serpent dress                    purple_soul_serpent_dress
17349    Grey soul serpent dress                      grey_soul_serpent_dress
17350    Green soul serpent dress                     green_soul_serpent_dress
17351    Gold soul serpent dress                      gold_soul_serpent_dress
17352    Red soul serpent dress                       red_soul_serpent_dress
17353    Purple soul serpent robe                     purple_soul_serpent_robe
17354    Grey soul serpent robe                       grey_soul_serpent_robe
17355    Green soul serpent robe                      green_soul_serpent_robe
17356    Gold soul serpent robe                       gold_soul_serpent_robe
17357    Red soul serpent robe                        red_soul_serpent_robe
17358    Lei effect                                   lei_effect
17359    Black kanzashi                               black_kanzashi
17360    Bondi kanzashi                               bondi_kanzashi
17361    Chai kanzashi                                chai_kanzashi
17362    Charcoal kanzashi                            charcoal_kanzashi
17363    Diamond kanzashi                             diamond_kanzashi
17364    Earthen kanzashi                             earthen_kanzashi
17365    Jade kanzashi                                jade_kanzashi
17366    Khaki kanzashi                               khaki_kanzashi
17367    Light blue kanzashi                          light_blue_kanzashi
17368    Lime kanzashi                                lime_kanzashi
17369    Mauve kanzashi                               mauve_kanzashi
17370    Mint kanzashi                                mint_kanzashi
17371    Olive kanzashi                               olive_kanzashi
17372    Pink kanzashi                                pink_kanzashi
17373    Rose kanzashi                                rose_kanzashi
17374    Sepia kanzashi                               sepia_kanzashi
17375    Shamrock kanzashi                            shamrock_kanzashi
17376    Sunrise kanzashi                             sunrise_kanzashi
17377    Taupe kanzashi                               taupe_kanzashi
17378    Tea rose kanzashi                            tea_rose__kanzashi
17379    Twilight kanzashi                            twilight_kanzashi
17380    Wintery kanzashi                             wintery_kanzashi
17381    Zinnwaldite kanzashi                         zinnwaldite_kanzashi
17382    Aqua samurai hairpiece                       aqua_samurai_hairpiece
17383    Arcadia samurai hairpiece                    arcadia_samurai_hairpiece
17384    Ardoise samurai hairpiece                    ardoise_samurai_hairpiece
17385    Black samurai hairpiece                      black_samurai_hairpiece
17386    Chasseur samurai hairpiece                   chasseur_samurai_hairpiece
17387    Chestnut samurai hairpiece                   chestnut_samurai_hairpiece
17388    Cobalt samurai hairpiece                     cobalt_samurai_hairpiece
17389    Crimson samurai hairpiece                    crimson_samurai_hairpiece
17390    Emerald samurai hairpiece                    emerald_samurai_hairpiece
17391    Eminence samurai hairpiece                   eminence_samurai_hairpiece
17392    Hazelnut samurai hairpiece                   hazelnut_samurai_hairpiece
17393    Indigo samurai hairpiece                     indigo_samurai_hairpiece
17394    Leather samurai hairpiece                    leather_samurai_hairpiece
17395    Lime samurai hairpiece                       lime_samurai_hairpiece
17396    Mahogany samurai hairpiece                   mahogany_samurai_hairpiece
17397    Olive samurai hairpiece                      olive_samurai_hairpiece
17398    Samurai hairpiece                            samurai_hairpiece
17399    Sky samurai hairpiece                        sky_samurai_hairpiece
17400    Tangerine samurai hairpiece                  tangerine_samurai_hairpiece
17401    Teak samurai hairpiece                       teak_samurai_hairpiece
17402    Violet samurai hairpiece                     violet_samurai_hairpiece
17403    White samurai hairpiece                      white_samurai_hairpiece
17404    Golden highlights                            golden_highlights
17405    Blue highlights                              blue_highlights
17406    Purple highlights                            purple_highlights
17407    Light pink highlights                        light_pink_highlights
17408    Pink highlights                              pink_highlights
17409    Auburn highlights                            auburn_highlights
17410    Black highlights                             black_highlights
17411    White highlights                             white_highlights
17412    Green highlights                             green_highlights
17413    Brown highlights                             brown_highlights
17414    Long cap hair                                long_cap_hair
17415    Purple long cap hair                         purple_long_cap_hair
17416    Black long cap hair                          black_long_cap_hair
17417    Golden long cap hair                         golden_long_cap_hair
17418    Silver long cap hair                         silver_long_cap_hair
17419    Blue long cap hair                           blue_long_cap_hair
17420    Dk purple long cap hair                      dark_purple_long_cap_hair
17421    Black cat mask                               black_cat_mask
17422    Emerald cat mask                             emerald_cat_mask
17423    Gold cat mask                                gold_cat_mask
17424    Orange cat mask                              orange_cat_mask
17425    Teal cat mask                                teal_cat_mask
17426    White cat mask                               white_cat_mask
17427    Mystic cobalt necklace                       mystic_cobalt_necklace
17428    Mystic emerald necklace                      mystic_emerald_necklace
17429    Mystic fire necklace                         mystic_fire_necklace
17430    Mystic gold necklace                         mystic_gold_necklace
17431    Mystic indigo necklace                       mystic_indigo_necklace
17432    Mystic ivory necklace                        mystic_ivory_necklace
17433    Mystic lime necklace                         mystic_lime_necklace
17434    Mystic multi necklace                        mystic_multi_necklace
17435    Mystic onyx necklace                         mystic_onyx_necklace
17436    Mystic opal necklace                         mystic_opal_necklace
17437    Mystic pastel necklace                       mystic_pastel_necklace
17438    Mystic rose necklace                         mystic_rose_necklace
17439    Mystic ruby necklace                         mystic_ruby_necklace
17440    Mystic sea necklace                          mystic_sea_necklace
17441    Golden amulet                                golden_amulet
17442    Ivory amulet                                 ivory_amulet
17443    Onyx amulet                                  onyx_amulet
17444    Silver amulet                                silver_amulet
17445    Black female geta                            black_female_geta
17446    Chai female geta                             chai_female_geta
17447    Diamond female geta                          diamond_female_geta
17448    Earthen female geta                          earthen_female_geta
17449    Female geta                                  female_geta
17450    Jade female geta                             jade_female_geta
17451    Khaki female geta                            khaki_female_geta
17452    Light blue female geta                       light_blue_female_geta
17453    Lilac female geta                            lilac_female_geta
17454    Lime female geta                             lime_female_geta
17455    Mauve female geta                            mauve_female_geta
17456    Mint female geta                             mint_female_geta
17457    Olive female geta                            olive_female_geta
17458    Red female geta                              red_female_geta
17459    Rose female geta                             rose_female_geta
17460    Sepia female geta                            sepia_female_geta
17461    Shamrock female geta                         shamrock_female_geta
17462    Sky female geta                              sky_female_geta
17463    Sunglow female geta                          sunglow_female_geta
17464    Twilight female geta                         twilight_female_geta
17465    Wintery female geta                          wintery_female_geta
17466    Amethyst male geta                           amethyst_male_geta
17467    Black male geta                              black_male_geta
17468    Cobalt male geta                             cobalt_male_geta
17469    Light blue male geta                         light_blue_male_geta
17470    Lime male geta                               lime_male_geta
17471    Male geta                                    male_geta
17472    Olive male geta                              olive_male_geta
17473    Sand male geta                               sand_male_geta
17474    Sunglow male geta                            sunglow_male_geta
17475    White male geta                              white_male_geta
17476    Wintery male geta                            wintery_male_geta
17477    Aquamarine hair potion                       aquamarine_hair_potion
17478    Aubergine hair potion                        aubergine_hair_potion
17479    Birch hair potion                            birch_hair_potion
17480    Bittersweet hair potion                      bittersweet_hair_potion
17481    Candy apple hair potion                      candy_apple_hair_potion
17482    Cocobolo hair potion                         cocobolo_hair_potion
17483    Cornflower hair potion                       cornflower_hair_potion
17484    Cucumber hair potion                         cucumber_hair_potion
17485    Emery hair potion                            emery_hair_potion
17486    Flamingo hair potion                         flamingo_hair_potion
17487    Golden hair potion                           golden_hair_potion
17488    Haze hair potion                             haze_hair_potion
17489    Hunter hair potion                           hunter_hair_potion
17490    Hyacinth hair potion                         hyacinth_hair_potion
17491    Indigo hair potion                           indigo_hair_potion
17492    Iridescent hair potion                       iridescent_hair_potion
17493    Iris hair potion                             iris_hair_potion
17494    Lazuli hair potion                           lazuli_hair_potion
17495    Maple hair potion                            maple_hair_potion
17496    Moss hair potion                             moss_hair_potion
17497    Nuage hair potion                            nuage_hair_potion
17498    Nutmeg hair potion                           nutmeg_hair_potion
17499    Onyx hair potion                             onyx_hair_potion
17500    Padauk hair potion                           padauk_hair_potion
17501    Peridot hair potion                          peridot_hair_potion
17502    Petunia hair potion                          petunia_hair_potion
17503    Pine hair potion                             pine_hair_potion
17504    Pink hair potion                             pink_hair_potion
17505    Pumpkin hair potion                          pumpkin_hair_potion
17506    Purpleheart hair potion                      purpleheart_hair_potion
17507    Raspberry hair potion                        raspberry_hair_potion
17508    Russet hair potion                           russet_hair_potion
17509    Sapphire hair potion                         sapphire_hair_potion
17510    Scarlet hair potion                          scarlet_hair_potion
17511    Spearmint hair potion                        spearmint_hair_potion
17512    Sprite hair potion                           sprite_hair_potion
17513    Strawberry hair potion                       strawberry_hair_potion
17514    Sunflower hair potion                        sunflower_hair_potion
17515    Tartan hair potion                           tartan_hair_potion
17516    Teak hair potion                             teak_hair_potion
17517    Tigerseye hair potion                        tigerseye_hair_potion
17518    Ultraviolet hair potion                      ultraviolet_hair_potion
17519    White smoke hair potion                      white_smoke_hair_potion
17520    Black hair potion                            black_hair_potion
17521    Blonde hair potion                           blonde_hair_potion
17522    Brown hair potion                            brown_hair_potion
17523    Cadet hair potion                            cadet_hair_potion
17524    Cinnamon hair potion                         cinnamon_hair_potion
17525    Dark blue hair potion                        dark_blue_hair_potion
17526    Fog hair potion                              fog_hair_potion
17527    Glistening hair potion                       glistening_hair_potion
17528    Green hair potion                            green_hair_potion
17529    Kelly hair potion                            kelly_hair_potion
17530    Light brown hair potion                      light_brown_hair_potion
17531    Orange hair potion                           orange_hair_potion
17532    Orchid hair potion                           orchid_hair_potion
17533    Pomme hair potion                            pomme_hair_potion
17534    Purple hair potion                           purple_hair_potion
17535    Red hair potion                              red_hair_potion
17536    Royal blue hair potion                       royal_hair_potion
17537    Sandy hair potion                            sandy_hair_potion
17538    Silver hair potion                           silver_hair_potion
17539    Sky blue hair potion                         sky_hair_potion
17540    Slate hair potion                            slate_hair_potion
17541    Tan hair potion                              tan_hair_potion
17542    Topaz hair potion                            topaz_hair_potion
17543    Violet hair potion                           violet_hair_potion
17544    aqua full beard                              aqua_full_beard
17545    auburn full beard                            auburn_full_beard
17546    black full beard                             black_full_beard
17547    blonde full beard                            blonde_full_beard
17548    blue full beard                              blue_full_beard
17549    brown full beard                             brown_full_beard
17550    dark brown full beard                        dark_brown_full_beard
17551    deep sea full beard                          deep_sea_full_beard
17552    ember full beard                             ember_full_beard
17553    flame full beard                             flame_full_beard
17554    forrest green full beard                     forrest_green_full_beard
17555    green full beard                             green_full_beard
17556    grey full beard                              grey_full_beard
17557    indigo full beard                            indigo_full_beard
17558    light brown full beard                       light_brown_full_beard
17559    light purple full beard                      light_purple_full_beard
17560    orange full beard                            orange_full_beard
17561    purple full beard                            purple_full_beard
17562    royal blue full beard                        royal_blue_full_beard
17563    russet full beard                            russet_full_beard
17564    scarlet full beard                           scarlet_full_beard
17565    silver full beard                            silver_full_beard
17566    sky blue full beard                          sky_blue_full_beard
17567    tan full beard                               tan_full_beard
17568    teal full beard                              teal_full_beard
17569    walnut full beard                            walnut_full_beard
17570    aqua short beard                             aqua_short_beard
17571    auburn short beard                           auburn_short_beard
17572    black short beard                            black_short_beard
17573    blonde short beard                           blonde_short_beard
17574    blue short beard                             blue_short_beard
17575    brown short beard                            brown_short_beard
17576    dark brown short beard                       dark_brown_short_beard
17577    deep sea short beard                         deep_sea_short_beard
17578    ember short beard                            ember_short_beard
17579    flame short beard                            flame_short_beard
17580    forrest green short beard                    forrest_green_short_beard
17581    green short beard                            green_short_beard
17582    grey short beard                             grey_short_beard
17583    indigo short beard                           indigo_short_beard
17584    light brown short beard                      light_brown_short_beard
17585    light purple short beard                     light_purple_short_beard
17586    orange short beard                           orange_short_beard
17587    purple short beard                           purple_short_beard
